***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  CEPEL: NEWAVE     - Versao FPHA_NEWAVE                             *
*                                                                     *
***********************************************************************


____________________________________________________________________

 PMO - AGOSTO - 2024 - sombra Hibrido - NW Versao 29.4                           
____________________________________________________________________

----------------------------------------------------------
Eco dos dados para a Evaporacao das usinas hidroeletricas.                      
----------------------------------------------------------
--------------------------------------------------------------------------------------------
IPER;          Indice do periodo                                                                                                                                                                        
USIH;          Numero de cadastro da usina hidroeletrica                                                                                                                                                
NomeUsih;      Nome de cadastro da usina hidroeletrica                                                                                                                                                  
Vol. Ref.;     Volume de referencia para a montagem da equacao linear para a evaporacao                                                                                                                 
Evap. Ref.;    Evaporacao de referencia para a montagem da equacao linear para a evaporacao.                                                                                                            
Cfevap;        Coeficiente de evaporacao mensal (cadastro)                                                                                                                                              
Flag Evap;     Flag para considerar a evaporacao.                                                                                                                                                       
Evap. Linear;  Flag para considerar o modelo linear para a evaporacao.                                                                                                                                  
Tip. Vol. Ref; Flag do tipo de volume de referencia: 0 - inicial; 1 - util medio.                                                                                                                       
--------------------------------------------------------------------------------------------

@Tabela
-----;-----;--------------;-----------;-----------;--------;-----------;------------;---------------;
IPER ;USIH ;   NomeUsih   ; Vol. Ref. ;Evap. Ref. ; Cfevap ; Flag Evap ;Evap. Linear; Tip. Vol. Ref ;
  -  ;  -  ;      -       ;    HM3    ;    HM3    ;(mm/mes);     -     ;      -     ;       -       ;
-----;-----;--------------;-----------;-----------;--------;-----------;------------;---------------;
  58 ; 292 ; FICT.CANA BR ;  2237.79  ;     8.32  ;    60  ;     1     ;     1      ;     1         ;
  58 ; 302 ; FICT.LAJEADO ;  5003.06  ;    30.05  ;    48  ;     1     ;     1      ;     1         ;
  58 ; 303 ; FICT.PEIXE A ;  2476.85  ;    15.85  ;    60  ;     1     ;     1      ;     1         ;
  58 ; 306 ; FICT.SAO SAL ;   936.28  ;     6.34  ;    61  ;     1     ;     1      ;     1         ;
  58 ; 314 ; PIMENTAL     ;  2276.29  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
  58 ; 272 ; CURUA-UNA    ;   367.50  ;     2.32  ;    32  ;     1     ;     1      ;     1         ;
  58 ; 288 ; BELO MONTE   ;  2276.29  ;     6.57  ;    18  ;     1     ;     1      ;     1         ;
  59 ; 004 ; FUNIL-GRANDE ;   265.86  ;     0.38  ;    10  ;     1     ;     1      ;     1         ;
  59 ; 020 ; BATALHA      ;  1105.83  ;     0.31  ;     3  ;     1     ;     1      ;     1         ;
  59 ; 021 ; SERRA FACAO  ;  3475.50  ;     2.52  ;    16  ;     1     ;     1      ;     1         ;
  59 ; 027 ; CAPIM BRANC1 ;   234.70  ;     0.19  ;     6  ;     1     ;     1      ;     1         ;
  59 ; 028 ; CAPIM BRANC2 ;   867.55  ;     0.22  ;     4  ;     1     ;     1      ;     1         ;
  59 ; 029 ; CORUMBA IV   ;  3322.30  ;     1.98  ;    13  ;     1     ;     1      ;     1         ;
  59 ; 048 ; PIRAJU       ;   105.42  ;     0.05  ;     4  ;     1     ;     1      ;     1         ;
  59 ; 066 ; ITAIPU       ; 27914.01  ;   -42.85  ;   -33  ;     1     ;     1      ;     1         ;
  59 ; 131 ; NILO PECANHA ;     9.00  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
  59 ; 132 ; FONTES       ;   393.81  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
  59 ; 141 ; BAGUARI      ;    32.46  ;     0.14  ;    11  ;     1     ;     1      ;     1         ;
  59 ; 153 ; SAO DOMINGOS ;   131.30  ;     0.08  ;     4  ;     1     ;     1      ;     1         ;
  59 ; 155 ; RETIRO BAIXO ;   221.15  ;     0.02  ;     1  ;     1     ;     1      ;     1         ;
  59 ; 156 ; TRES MARIAS  ; 11889.00  ;    15.07  ;    21  ;     1     ;     1      ;     1         ;
  59 ; 162 ; QUEIMADO     ;   326.12  ;     0.57  ;    17  ;     1     ;     1      ;     1         ;
  59 ; 195 ; JAURU        ;    16.92  ;     0.01  ;     7  ;     1     ;     1      ;     1         ;
  59 ; 196 ; GUAPORE      ;    22.46  ;     0.03  ;     7  ;     1     ;     1      ;     1         ;
  59 ; 203 ; CORUMBA III  ;   840.50  ;     1.37  ;    21  ;     1     ;     1      ;     1         ;
  59 ; 227 ; SINOP        ;  2041.80  ;    11.25  ;    22  ;     1     ;     1      ;     1         ;
  59 ; 228 ; COLIDER      ;  1495.39  ;     4.63  ;    34  ;     1     ;     1      ;     1         ;
  59 ; 229 ; TELES PIRES  ;   961.11  ;     5.56  ;    40  ;     1     ;     1      ;     1         ;
  59 ; 230 ; SAO MANOEL   ;   566.12  ;     2.56  ;    41  ;     1     ;     1      ;     1         ;
  59 ; 241 ; SLT VERDINHO ;   392.58  ;     0.33  ;     9  ;     1     ;     1      ;     1         ;
  59 ; 249 ; OURINHOS     ;    20.86  ;     0.05  ;    12  ;     1     ;     1      ;     1         ;
  59 ; 251 ; SERRA MESA   ; 32775.00  ;    53.55  ;    45  ;     1     ;     1      ;     1         ;
  59 ; 252 ; CANA BRAVA   ;  2237.79  ;     6.52  ;    47  ;     1     ;     1      ;     1         ;
  59 ; 253 ; SAO SALVADOR ;   936.28  ;     4.78  ;    46  ;     1     ;     1      ;     1         ;
  59 ; 257 ; PEIXE ANGIC  ;  2476.85  ;    10.83  ;    41  ;     1     ;     1      ;     1         ;
  59 ; 261 ; LAJEADO      ;  5003.06  ;    16.28  ;    26  ;     1     ;     1      ;     1         ;
  59 ; 262 ; SALTO        ;   820.42  ;     0.30  ;     5  ;     1     ;     1      ;     1         ;
  59 ; 276 ; RONDON II    ;   335.23  ;    -0.30  ;    -5  ;     1     ;     1      ;     1         ;
  59 ; 281 ; PONTE PEDRA  ;    92.56  ;    -0.19  ;   -10  ;     1     ;     1      ;     1         ;
  59 ; 285 ; JIRAU        ;  2746.70  ;   -20.50  ;   -66  ;     1     ;     1      ;     1         ;
  59 ; 287 ; STO ANTONIO  ;  2282.80  ;   -19.31  ;   -66  ;     1     ;     1      ;     1         ;
  59 ; 290 ; ESPORA       ;   140.00  ;     0.48  ;    19  ;     1     ;     1      ;     1         ;
  59 ; 304 ; ITIQUIRA I   ;     4.99  ;     0.04  ;    19  ;     1     ;     1      ;     1         ;
  59 ; 305 ; ITIQUIRA II  ;     1.00  ;     0.00  ;    19  ;     1     ;     1      ;     1         ;
  59 ; 309 ; JURUENA      ;     2.93  ;     0.00  ;     4  ;     1     ;     1      ;     1         ;
  59 ; 310 ; DARDANELOS   ;     0.89  ;     0.00  ;    20  ;     1     ;     1      ;     1         ;
  59 ; 311 ; CACU         ;   211.60  ;     0.11  ;     7  ;     1     ;     1      ;     1         ;
  59 ; 312 ; B. COQUEIROS ;   321.43  ;     0.16  ;     6  ;     1     ;     1      ;     1         ;
  59 ; 315 ; FOZ R. CLARO ;    96.72  ;    -0.09  ;   -12  ;     1     ;     1      ;     1         ;
  59 ; 319 ; FICT.MAUA    ;  1805.00  ;    -1.58  ;   -21  ;     1     ;     1      ;     1         ;
  59 ; 117 ; GUARAPIRANGA ;    95.37  ;     0.11  ;     5  ;     1     ;     1      ;     1         ;
  59 ; 118 ; BILLINGS     ;   566.82  ;    -0.42  ;    -5  ;     1     ;     1      ;     1         ;
  59 ; 119 ; HENRY BORDEN ;     0.46  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
  59 ; 120 ; JAGUARI      ;   839.50  ;    -0.92  ;   -22  ;     1     ;     1      ;     1         ;
  59 ; 121 ; PARAIBUNA    ;  3414.00  ;    -3.23  ;   -23  ;     1     ;     1      ;     1         ;
  59 ; 122 ; SANTA BRANCA ;   285.00  ;    -0.48  ;   -25  ;     1     ;     1      ;     1         ;
  59 ; 123 ; FUNIL        ;   585.50  ;    -0.62  ;   -21  ;     1     ;     1      ;     1         ;
  59 ; 124 ; LAJES        ;   222.68  ;    -0.57  ;   -19  ;     1     ;     1      ;     1         ;
  59 ; 126 ; PICADA       ;     6.85  ;     0.00  ;    -3  ;     1     ;     1      ;     1         ;
  59 ; 127 ; SOBRAGI      ;     0.09  ;     0.00  ;    -9  ;     1     ;     1      ;     1         ;
  59 ; 129 ; SIMPLICIO    ;    13.45  ;    -0.11  ;   -10  ;     1     ;     1      ;     1         ;
  59 ; 130 ; ILHA POMBOS  ;     5.79  ;     0.05  ;    12  ;     1     ;     1      ;     1         ;
  59 ; 133 ; P. PASSOS    ;    16.26  ;    -0.02  ;   -16  ;     1     ;     1      ;     1         ;
  59 ; 185 ; BARRA BRAUNA ;    34.00  ;     0.05  ;     6  ;     1     ;     1      ;     1         ;
  59 ; 134 ; SALTO GRANDE ;    67.86  ;     0.05  ;     8  ;     1     ;     1      ;     1         ;
  59 ; 135 ; P. ESTRELA   ;    72.50  ;     0.01  ;     3  ;     1     ;     1      ;     1         ;
  59 ; 139 ; CANDONGA     ;    29.75  ;     0.01  ;     5  ;     1     ;     1      ;     1         ;
  59 ; 143 ; AIMORES      ;   179.25  ;    -0.45  ;   -14  ;     1     ;     1      ;     1         ;
  59 ; 144 ; MASCARENHAS  ;    21.68  ;    -0.07  ;   -18  ;     1     ;     1      ;     1         ;
  59 ; 145 ; SUICA        ;     0.35  ;     0.00  ;    30  ;     1     ;     1      ;     1         ;
  59 ; 192 ; GUILMAN-AMOR ;    11.33  ;     0.00  ;     2  ;     1     ;     1      ;     1         ;
  59 ; 193 ; SA CARVALHO  ;     1.53  ;     0.00  ;    10  ;     1     ;     1      ;     1         ;
  59 ; 217 ; ROSAL        ;    17.19  ;    -0.01  ;    -5  ;     1     ;     1      ;     1         ;
  59 ; 279 ; SAMUEL       ;  2218.33  ;    -6.93  ;   -17  ;     1     ;     1      ;     1         ;
  59 ; 148 ; IRAPE        ;  4115.93  ;     2.01  ;    20  ;     1     ;     1      ;     1         ;
  59 ; 283 ; STA CLARA MG ;   148.40  ;    -0.06  ;    -8  ;     1     ;     1      ;     1         ;
  59 ; 001 ; CAMARGOS     ;   456.00  ;     0.22  ;     4  ;     1     ;     1      ;     1         ;
  59 ; 002 ; ITUTINGA     ;    10.64  ;     0.01  ;     6  ;     1     ;     1      ;     1         ;
  59 ; 006 ; FURNAS       ; 14341.50  ;    12.57  ;    12  ;     1     ;     1      ;     1         ;
  59 ; 007 ; M. DE MORAES ;  2790.00  ;     1.02  ;     5  ;     1     ;     1      ;     1         ;
  59 ; 008 ; ESTREITO     ;  1331.40  ;     0.09  ;     2  ;     1     ;     1      ;     1         ;
  59 ; 009 ; JAGUARA      ;   418.20  ;     0.17  ;     5  ;     1     ;     1      ;     1         ;
  59 ; 010 ; IGARAPAVA    ;   234.83  ;     0.36  ;     7  ;     1     ;     1      ;     1         ;
  59 ; 011 ; VOLTA GRANDE ;  2200.40  ;     1.01  ;     5  ;     1     ;     1      ;     1         ;
  59 ; 012 ; P. COLOMBIA  ;  1420.84  ;     0.86  ;     6  ;     1     ;     1      ;     1         ;
  59 ; 014 ; CACONDE      ;   303.00  ;     0.39  ;    19  ;     1     ;     1      ;     1         ;
  59 ; 015 ; E. DA CUNHA  ;    12.79  ;     0.01  ;     7  ;     1     ;     1      ;     1         ;
  59 ; 016 ; A.S.OLIVEIRA ;    22.75  ;     0.01  ;     4  ;     1     ;     1      ;     1         ;
  59 ; 017 ; MARIMBONDO   ;  3520.00  ;     1.53  ;     5  ;     1     ;     1      ;     1         ;
  59 ; 018 ; A. VERMELHA  ;  8440.50  ;     1.58  ;     3  ;     1     ;     1      ;     1         ;
  59 ; 034 ; I. SOLTEIRA  ; 18311.81  ;     5.53  ;     5  ;     1     ;     1      ;     1         ;
  59 ; 024 ; EMBORCACAO   ; 11197.00  ;     1.60  ;     5  ;     1     ;     1      ;     1         ;
  59 ; 025 ; NOVA PONTE   ;  7602.00  ;     3.86  ;    13  ;     1     ;     1      ;     1         ;
  59 ; 026 ; MIRANDA      ;  1047.00  ;     0.24  ;     5  ;     1     ;     1      ;     1         ;
  59 ; 030 ; CORUMBA I    ;   985.00  ;     0.35  ;     8  ;     1     ;     1      ;     1         ;
  59 ; 031 ; ITUMBIARA    ; 10800.00  ;     2.69  ;     5  ;     1     ;     1      ;     1         ;
  59 ; 032 ; CACH.DOURADA ;   464.97  ;     0.76  ;    11  ;     1     ;     1      ;     1         ;
  59 ; 033 ; SAO SIMAO    ;  9770.00  ;     2.13  ;     4  ;     1     ;     1      ;     1         ;
  59 ; 037 ; BARRA BONITA ;  1852.00  ;     0.23  ;     1  ;     1     ;     1      ;     1         ;
  59 ; 038 ; A.S. LIMA    ;   525.23  ;     0.13  ;     2  ;     1     ;     1      ;     1         ;
  59 ; 039 ; IBITINGA     ;   962.68  ;     0.34  ;     3  ;     1     ;     1      ;     1         ;
  59 ; 040 ; PROMISSAO    ;  6344.00  ;     1.99  ;     4  ;     1     ;     1      ;     1         ;
  59 ; 042 ; NAVANHANDAVA ;  2666.00  ;     0.85  ;     4  ;     1     ;     1      ;     1         ;
  59 ; 043 ; TRES IRMAOS  ; 11647.50  ;     4.16  ;     6  ;     1     ;     1      ;     1         ;
  59 ; 045 ; JUPIA        ;  3249.13  ;     2.62  ;     8  ;     1     ;     1      ;     1         ;
  59 ; 046 ; P. PRIMAVERA ; 16138.51  ;   -25.96  ;   -13  ;     1     ;     1      ;     1         ;
  59 ; 278 ; MANSO        ;  5861.50  ;     7.27  ;    22  ;     1     ;     1      ;     1         ;
  59 ; 047 ; A.A. LAYDNER ;  5425.50  ;    -0.78  ;    -2  ;     1     ;     1      ;     1         ;
  59 ; 049 ; CHAVANTES    ;  7274.50  ;    -2.10  ;    -6  ;     1     ;     1      ;     1         ;
  59 ; 050 ; L.N. GARCEZ  ;    39.01  ;     0.21  ;    18  ;     1     ;     1      ;     1         ;
  59 ; 051 ; CANOAS II    ;   144.69  ;     0.16  ;     7  ;     1     ;     1      ;     1         ;
  59 ; 052 ; CANOAS I     ;   205.82  ;     0.06  ;     2  ;     1     ;     1      ;     1         ;
  59 ; 061 ; CAPIVARA     ;  7678.00  ;    -2.73  ;    -6  ;     1     ;     1      ;     1         ;
  59 ; 062 ; TAQUARUCU    ;   649.62  ;    -0.52  ;    -7  ;     1     ;     1      ;     1         ;
  59 ; 063 ; ROSANA       ;  1847.58  ;    -3.05  ;   -14  ;     1     ;     1      ;     1         ;
  59 ; 057 ; MAUA         ;  1805.00  ;    -1.58  ;   -21  ;     1     ;     1      ;     1         ;
  59 ; 071 ; STA CLARA PR ;   300.00  ;    -0.15  ;   -10  ;     1     ;     1      ;     1         ;
  59 ; 072 ; FUNDAO       ;    34.48  ;    -0.02  ;    -9  ;     1     ;     1      ;     1         ;
  59 ; 074 ; G.B. MUNHOZ  ;  3876.50  ;    -1.83  ;   -19  ;     1     ;     1      ;     1         ;
  59 ; 083 ; BAIXO IGUACU ;   201.24  ;    -1.17  ;   -38  ;     1     ;     1      ;     1         ;
  59 ; 086 ; BARRA GRANDE ;  3808.12  ;    -2.95  ;   -40  ;     1     ;     1      ;     1         ;
  59 ; 088 ; SAO ROQUE    ;   566.19  ;    -1.42  ;   -41  ;     1     ;     1      ;     1         ;
  59 ; 089 ; GARIBALDI    ;   264.00  ;    -0.97  ;   -39  ;     1     ;     1      ;     1         ;
  59 ; 090 ; CAMPOS NOVOS ;  1398.50  ;    -1.22  ;   -39  ;     1     ;     1      ;     1         ;
  59 ; 091 ; MACHADINHO   ;  2811.50  ;    -1.77  ;   -25  ;     1     ;     1      ;     1         ;
  59 ; 092 ; ITA          ;  4924.26  ;    -5.51  ;   -39  ;     1     ;     1      ;     1         ;
  59 ; 093 ; PASSO FUNDO  ;   887.00  ;    -3.48  ;   -31  ;     1     ;     1      ;     1         ;
  59 ; 094 ; MONJOLINHO   ;   147.29  ;    -0.23  ;   -43  ;     1     ;     1      ;     1         ;
  59 ; 095 ; QUEBRA QUEIX ;   124.00  ;    -0.08  ;   -18  ;     1     ;     1      ;     1         ;
  59 ; 101 ; SAO JOSE     ;   178.85  ;    -0.80  ;   -34  ;     1     ;     1      ;     1         ;
  59 ; 102 ; PASSO S JOAO ;    95.99  ;    -0.56  ;   -28  ;     1     ;     1      ;     1         ;
  59 ; 103 ; FOZ CHAPECO  ;  1466.16  ;    -3.80  ;   -48  ;     1     ;     1      ;     1         ;
  59 ; 097 ; CASTRO ALVES ;    92.46  ;    -0.19  ;   -44  ;     1     ;     1      ;     1         ;
  59 ; 098 ; MONTE CLARO  ;    11.35  ;    -0.04  ;   -32  ;     1     ;     1      ;     1         ;
  59 ; 099 ; 14 DE JULHO  ;    55.42  ;    -0.17  ;   -31  ;     1     ;     1      ;     1         ;
  59 ; 110 ; ERNESTINA    ;   140.00  ;    -0.91  ;   -33  ;     1     ;     1      ;     1         ;
  59 ; 111 ; PASSO REAL   ;  1967.50  ;    -6.54  ;   -43  ;     1     ;     1      ;     1         ;
  59 ; 112 ; JACUI        ;    19.60  ;    -0.16  ;   -34  ;     1     ;     1      ;     1         ;
  59 ; 113 ; ITAUBA       ;   594.90  ;    -0.87  ;   -51  ;     1     ;     1      ;     1         ;
  59 ; 114 ; D. FRANCISCA ;   320.41  ;    -1.06  ;   -56  ;     1     ;     1      ;     1         ;
  59 ; 115 ; G.P. SOUZA   ;   101.00  ;    -0.19  ;   -24  ;     1     ;     1      ;     1         ;
  59 ; 215 ; SALTO PILAO  ;     0.28  ;     0.00  ;    15  ;     1     ;     1      ;     1         ;
  59 ; 073 ; JORDAO       ;    97.50  ;    -0.01  ;   -14  ;     1     ;     1      ;     1         ;
  59 ; 076 ; SEGREDO      ;  2756.00  ;    -1.24  ;   -16  ;     1     ;     1      ;     1         ;
  59 ; 077 ; SLT.SANTIAGO ;  4718.50  ;    -2.87  ;   -17  ;     1     ;     1      ;     1         ;
  59 ; 078 ; SALTO OSORIO ;  1090.90  ;    -1.06  ;   -19  ;     1     ;     1      ;     1         ;
  59 ; 082 ; SALTO CAXIAS ;  3472.49  ;    -3.68  ;   -26  ;     1     ;     1      ;     1         ;
  59 ; 169 ; SOBRADINHO   ; 19781.50  ;   682.57  ;   245  ;     1     ;     1      ;     1         ;
  59 ; 172 ; ITAPARICA    ;  9008.00  ;   168.45  ;   235  ;     1     ;     1      ;     1         ;
  59 ; 176 ; COMP PAF-MOX ;  1212.00  ;    50.05  ;   235  ;     1     ;     1      ;     1         ;
  59 ; 178 ; XINGO        ;  3773.00  ;    14.10  ;   235  ;     1     ;     1      ;     1         ;
  59 ; 294 ; FICT.QUEIMAD ;   326.12  ;     0.57  ;    17  ;     1     ;     1      ;     1         ;
  59 ; 295 ; FICT.TRES MA ; 11889.00  ;    15.07  ;    21  ;     1     ;     1      ;     1         ;
  59 ; 308 ; FICT.RETIRO  ;   221.15  ;     0.02  ;     1  ;     1     ;     1      ;     1         ;
  59 ; 154 ; ITAPEBI      ;  1613.07  ;    -1.23  ;   -20  ;     1     ;     1      ;     1         ;
  59 ; 298 ; FICT.IRAPE   ;  4115.93  ;     2.01  ;    20  ;     1     ;     1      ;     1         ;
  59 ; 189 ; P. CAVALO    ;  2663.00  ;    -2.00  ;   -18  ;     1     ;     1      ;     1         ;
  59 ; 190 ; B. ESPERANCA ;  4129.00  ;    18.02  ;    56  ;     1     ;     1      ;     1         ;
  59 ; 204 ; CACH.CALDEIR ;   225.34  ;     1.40  ;    30  ;     1     ;     1      ;     1         ;
  59 ; 267 ; ESTREITO TOC ;  4944.50  ;    24.19  ;    41  ;     1     ;     1      ;     1         ;
  59 ; 275 ; TUCURUI      ; 30784.00  ;    85.69  ;    41  ;     1     ;     1      ;     1         ;
  59 ; 277 ; BALBINA      ; 14859.06  ;    40.29  ;    19  ;     1     ;     1      ;     1         ;
  59 ; 280 ; COARACY NUNE ;   135.38  ;     0.51  ;    22  ;     1     ;     1      ;     1         ;
  59 ; 284 ; FERREIRA GOM ;   123.31  ;     0.50  ;    30  ;     1     ;     1      ;     1         ;
  59 ; 286 ; STO ANT JARI ;   133.09  ;     0.57  ;    18  ;     1     ;     1      ;     1         ;
  59 ; 291 ; FICT.SERRA M ; 23043.75  ;    38.68  ;    45  ;     1     ;     1      ;     1         ;
  59 ; 292 ; FICT.CANA BR ;  2237.79  ;     6.52  ;    47  ;     1     ;     1      ;     1         ;
  59 ; 302 ; FICT.LAJEADO ;  5003.06  ;    16.28  ;    26  ;     1     ;     1      ;     1         ;
  59 ; 303 ; FICT.PEIXE A ;  2476.85  ;    10.83  ;    41  ;     1     ;     1      ;     1         ;
  59 ; 306 ; FICT.SAO SAL ;   936.28  ;     4.78  ;    46  ;     1     ;     1      ;     1         ;
  59 ; 314 ; PIMENTAL     ;  2276.29  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
  59 ; 272 ; CURUA-UNA    ;   367.50  ;     3.55  ;    49  ;     1     ;     1      ;     1         ;
  59 ; 288 ; BELO MONTE   ;  2276.29  ;    14.96  ;    41  ;     1     ;     1      ;     1         ;
  60 ; 004 ; FUNIL-GRANDE ;   265.86  ;     0.53  ;    14  ;     1     ;     1      ;     1         ;
  60 ; 020 ; BATALHA      ;  1105.83  ;     1.54  ;    15  ;     1     ;     1      ;     1         ;
  60 ; 021 ; SERRA FACAO  ;  3475.50  ;     4.87  ;    31  ;     1     ;     1      ;     1         ;
  60 ; 027 ; CAPIM BRANC1 ;   234.70  ;     0.78  ;    25  ;     1     ;     1      ;     1         ;
  60 ; 028 ; CAPIM BRANC2 ;   867.55  ;     1.25  ;    23  ;     1     ;     1      ;     1         ;
  60 ; 029 ; CORUMBA IV   ;  3322.30  ;     6.72  ;    44  ;     1     ;     1      ;     1         ;
  60 ; 048 ; PIRAJU       ;   105.42  ;     0.50  ;    39  ;     1     ;     1      ;     1         ;
  60 ; 066 ; ITAIPU       ; 27914.01  ;   -25.97  ;   -20  ;     1     ;     1      ;     1         ;
  60 ; 131 ; NILO PECANHA ;     9.00  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
  60 ; 132 ; FONTES       ;   393.81  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
  60 ; 141 ; BAGUARI      ;    32.46  ;    -0.01  ;    -1  ;     1     ;     1      ;     1         ;
  60 ; 153 ; SAO DOMINGOS ;   131.30  ;     0.45  ;    24  ;     1     ;     1      ;     1         ;
  60 ; 155 ; RETIRO BAIXO ;   221.15  ;    -0.26  ;   -12  ;     1     ;     1      ;     1         ;
  60 ; 156 ; TRES MARIAS  ; 11889.00  ;    15.79  ;    22  ;     1     ;     1      ;     1         ;
  60 ; 162 ; QUEIMADO     ;   326.12  ;     1.72  ;    51  ;     1     ;     1      ;     1         ;
  60 ; 195 ; JAURU        ;    16.92  ;     0.06  ;    26  ;     1     ;     1      ;     1         ;
  60 ; 196 ; GUAPORE      ;    22.46  ;     0.08  ;    20  ;     1     ;     1      ;     1         ;
  60 ; 203 ; CORUMBA III  ;   840.50  ;     2.41  ;    37  ;     1     ;     1      ;     1         ;
  60 ; 227 ; SINOP        ;  2041.80  ;    20.97  ;    41  ;     1     ;     1      ;     1         ;
  60 ; 228 ; COLIDER      ;  1495.39  ;     6.00  ;    44  ;     1     ;     1      ;     1         ;
  60 ; 229 ; TELES PIRES  ;   961.11  ;     7.92  ;    57  ;     1     ;     1      ;     1         ;
  60 ; 230 ; SAO MANOEL   ;   566.12  ;     3.63  ;    58  ;     1     ;     1      ;     1         ;
  60 ; 241 ; SLT VERDINHO ;   392.58  ;     1.10  ;    30  ;     1     ;     1      ;     1         ;
  60 ; 249 ; OURINHOS     ;    20.86  ;     0.16  ;    36  ;     1     ;     1      ;     1         ;
  60 ; 251 ; SERRA MESA   ; 32775.00  ;    42.84  ;    36  ;     1     ;     1      ;     1         ;
  60 ; 252 ; CANA BRAVA   ;  2237.79  ;     4.99  ;    36  ;     1     ;     1      ;     1         ;
  60 ; 253 ; SAO SALVADOR ;   936.28  ;     3.74  ;    36  ;     1     ;     1      ;     1         ;
  60 ; 257 ; PEIXE ANGIC  ;  2476.85  ;     9.25  ;    35  ;     1     ;     1      ;     1         ;
  60 ; 261 ; LAJEADO      ;  5003.06  ;    18.78  ;    30  ;     1     ;     1      ;     1         ;
  60 ; 262 ; SALTO        ;   820.42  ;     1.51  ;    25  ;     1     ;     1      ;     1         ;
  60 ; 276 ; RONDON II    ;   335.23  ;     2.22  ;    37  ;     1     ;     1      ;     1         ;
  60 ; 281 ; PONTE PEDRA  ;    92.56  ;     0.17  ;     9  ;     1     ;     1      ;     1         ;
  60 ; 285 ; JIRAU        ;  2746.70  ;   -25.16  ;   -81  ;     1     ;     1      ;     1         ;
  60 ; 287 ; STO ANTONIO  ;  2282.80  ;   -23.70  ;   -81  ;     1     ;     1      ;     1         ;
  60 ; 290 ; ESPORA       ;   140.00  ;     0.71  ;    28  ;     1     ;     1      ;     1         ;
  60 ; 304 ; ITIQUIRA I   ;     4.99  ;     0.04  ;    19  ;     1     ;     1      ;     1         ;
  60 ; 305 ; ITIQUIRA II  ;     1.00  ;     0.00  ;    19  ;     1     ;     1      ;     1         ;
  60 ; 309 ; JURUENA      ;     2.93  ;     0.00  ;     6  ;     1     ;     1      ;     1         ;
  60 ; 310 ; DARDANELOS   ;     0.89  ;     0.01  ;    47  ;     1     ;     1      ;     1         ;
  60 ; 311 ; CACU         ;   211.60  ;     0.38  ;    24  ;     1     ;     1      ;     1         ;
  60 ; 312 ; B. COQUEIROS ;   321.43  ;     0.65  ;    25  ;     1     ;     1      ;     1         ;
  60 ; 315 ; FOZ R. CLARO ;    96.72  ;    -0.12  ;   -15  ;     1     ;     1      ;     1         ;
  60 ; 319 ; FICT.MAUA    ;  1805.00  ;    -1.20  ;   -16  ;     1     ;     1      ;     1         ;
  60 ; 117 ; GUARAPIRANGA ;    95.37  ;     0.49  ;    22  ;     1     ;     1      ;     1         ;
  60 ; 118 ; BILLINGS     ;   566.82  ;     1.18  ;    14  ;     1     ;     1      ;     1         ;
  60 ; 119 ; HENRY BORDEN ;     0.46  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
  60 ; 120 ; JAGUARI      ;   839.50  ;    -1.38  ;   -33  ;     1     ;     1      ;     1         ;
  60 ; 121 ; PARAIBUNA    ;  3414.00  ;    -6.18  ;   -44  ;     1     ;     1      ;     1         ;
  60 ; 122 ; SANTA BRANCA ;   285.00  ;    -0.50  ;   -26  ;     1     ;     1      ;     1         ;
  60 ; 123 ; FUNIL        ;   585.50  ;    -1.06  ;   -36  ;     1     ;     1      ;     1         ;
  60 ; 124 ; LAJES        ;   222.68  ;    -0.69  ;   -23  ;     1     ;     1      ;     1         ;
  60 ; 126 ; PICADA       ;     6.85  ;    -0.02  ;   -17  ;     1     ;     1      ;     1         ;
  60 ; 127 ; SOBRAGI      ;     0.09  ;     0.00  ;   -19  ;     1     ;     1      ;     1         ;
  60 ; 129 ; SIMPLICIO    ;    13.45  ;    -0.43  ;   -38  ;     1     ;     1      ;     1         ;
  60 ; 130 ; ILHA POMBOS  ;     5.79  ;     0.04  ;    10  ;     1     ;     1      ;     1         ;
  60 ; 133 ; P. PASSOS    ;    16.26  ;    -0.03  ;   -29  ;     1     ;     1      ;     1         ;
  60 ; 185 ; BARRA BRAUNA ;    34.00  ;     0.05  ;     6  ;     1     ;     1      ;     1         ;
  60 ; 134 ; SALTO GRANDE ;    67.86  ;    -0.11  ;   -19  ;     1     ;     1      ;     1         ;
  60 ; 135 ; P. ESTRELA   ;    72.50  ;    -0.08  ;   -21  ;     1     ;     1      ;     1         ;
  60 ; 139 ; CANDONGA     ;    29.75  ;    -0.07  ;   -25  ;     1     ;     1      ;     1         ;
  60 ; 143 ; AIMORES      ;   179.25  ;    -0.38  ;   -12  ;     1     ;     1      ;     1         ;
